"lessonId","title","videoId","url","previousModule","previousPosition","module","position","decision","purpose","connection"
"p06-l05","Cable calculation. Calculating the live cable size from BS 7671","wAcqKNBxy-w","https://www.youtube.com/watch?v=wAcqKNBxy-w","module-06","5","module-06","15","Retained; resequenced","Learn phase relationships before calculating demand, cable capacity, voltage drop and fault ratings.",""
"p06-l07","Why Does Voltage Drop Along a Circuit?","CP6noiQp79I","https://www.youtube.com/watch?v=CP6noiQp79I","module-06","7","module-06","16","Retained; resequenced","Learn phase relationships before calculating demand, cable capacity, voltage drop and fault ratings.",""
"p06-l08","Voltage Drop in Electrical Circuits","hPHLxi9qBH8","https://www.youtube.com/watch?v=hPHLxi9qBH8","module-06","8","module-06","17","Retained; resequenced","Learn phase relationships before calculating demand, cable capacity, voltage drop and fault ratings.",""
"p06-l09","Questions from Viewers: How to Calculate Volt Drop based on the Resistivity of a Conductor","_ImnXD3LLnA","https://www.youtube.com/watch?v=_ImnXD3LLnA","module-06","9","module-06","18","Retained; resequenced","Learn phase relationships before calculating demand, cable capacity, voltage drop and fault ratings.",""
"p06-l15","Choosing the Right Circuit Breaker - 6kA vs 10kA","8uzV3xa1iYw","https://www.youtube.com/watch?v=8uzV3xa1iYw","module-06","15","module-06","19","Retained; resequenced","Learn phase relationships before calculating demand, cable capacity, voltage drop and fault ratings.","Read breaking capacity and selectivity separately"
"p08-l01","10 Stages of Safe Isolation - 3 Phase Distribution Board","P2VoJ52yfoE","https://www.youtube.com/watch?v=P2VoJ52yfoE","module-08","1","module-07","1","Relocated","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-induction","Induction Motors: Rotating Field, Rotor and Slip","59HBoIXzX_c","https://www.youtube.com/watch?v=59HBoIXzX_c","","","module-07","2","Added","Connect motor behaviour to starters and drives, then scale the design to building distribution.","Read the nameplate and explore motor speed"
"p04-l21","Single Phase Contactor - Connections Explained, Application plus the Current in the Coil and Load","Ed3_zbZ0xaA","https://www.youtube.com/watch?v=Ed3_zbZ0xaA","module-04","21","module-07","3","Relocated","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p04-l19","3 Phase Direct Online Starter DOL Wiring Diagram Connections Explained","mcXxhUaUb94","https://www.youtube.com/watch?v=mcXxhUaUb94","module-04","19","module-07","4","Relocated","Connect motor behaviour to starters and drives, then scale the design to building distribution.","Separate switching from motor protection"
"p04-l20","3 Phase Direct Online Starter DOL Wiring and Connections Explained","qlqPdLGwJxk","https://www.youtube.com/watch?v=qlqPdLGwJxk","module-04","20","module-07","5","Relocated","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-star-delta","Star–Delta Starting: Sequence and Interlocks","h89TTwlNnpY","https://www.youtube.com/watch?v=h89TTwlNnpY","","","module-07","6","Added","Connect motor behaviour to starters and drives, then scale the design to building distribution.","Check the winding voltage before choosing a starter"
"p07-vfd","Variable-Frequency Drives: From Rectifier to Motor Speed","yEPe7RDtkgo","https://www.youtube.com/watch?v=yEPe7RDtkgo","","","module-07","7","Added","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-l06","Understanding Your Three-Phase Distribution Board","27QIQAvOF9k","https://www.youtube.com/watch?v=27QIQAvOF9k","module-07","6","module-07","8","Retained; resequenced","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-l07","Inside Hager's Smart Three-Phase Distribution Board 🤓","Uj63TuZ3QXw","https://www.youtube.com/watch?v=Uj63TuZ3QXw","module-07","7","module-07","9","Retained; resequenced","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-l08","Sub-Main SWA Circuit and the Connections in our Wylex DSF60M Switch-Disconnector Fuse (Switch Fuse)","zSw0mVzcQ4A","https://www.youtube.com/watch?v=zSw0mVzcQ4A","module-07","8","module-07","10","Retained; resequenced","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-l09","Do You Cable Tie Your Conductors in 3 Phase Distribution Boards..? Electricians Matt & Clive O’Dell","c6YyObUS4Mk","https://www.youtube.com/watch?v=c6YyObUS4Mk","module-07","9","module-07","11","Retained; resequenced","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p07-l16","Electrical Load Calculation for Buildings | Transformer Sizing, DB, SMDB, Main-DB Design Tutorial","XGMUpguNzao","https://www.youtube.com/watch?v=XGMUpguNzao","module-07","16","module-07","12","Retained; resequenced","Connect motor behaviour to starters and drives, then scale the design to building distribution.",""
"p08-l02","Setting Up A Megger MFT for Continuity and Insulation Resistance Tests (How to set up a Tester)","wOrGAsjxggA","https://www.youtube.com/watch?v=wOrGAsjxggA","module-08","2","module-08","1","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l03","Measuring the Continuity (Resistance in Ohms) of the Protective Bonding Conductor to Water and Gas","ScD3Y1Ty5n8","https://www.youtube.com/watch?v=ScD3Y1Ty5n8","module-08","3","module-08","2","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p05-l09","How to Test the Protective Bonding Conductor - Testing and Fault Finding Hints and Tips - AM2 & AM2S","DzdoUrxVQr4","https://www.youtube.com/watch?v=DzdoUrxVQr4","module-05","9","module-08","3","Relocated","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l04","Continuity of CPC and Polarity of our 1 Way Lighting Circuit (R1 + R2 Measured in Ohms)","dMtxkhL6c8I","https://www.youtube.com/watch?v=dMtxkhL6c8I","module-08","4","module-08","4","Retained","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l05","How to Test a Ring Final Circuit - Ring Main or Socket Circuit - Ring Continuity & Polarity Tests","UesYHVsZD-E","https://www.youtube.com/watch?v=UesYHVsZD-E","module-08","5","module-08","5","Retained","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l16","Do you Know Which Conductors Need to be Connected During the Insulation Resistance Test?","WXFMNbuFOTA","https://www.youtube.com/watch?v=WXFMNbuFOTA","module-08","16","module-08","6","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l06","Insulation Resistance Test (Includes Line and Neutral Together to Earth and Between Live Conductors)","Ek1u2RjQffU","https://www.youtube.com/watch?v=Ek1u2RjQffU","module-08","6","module-08","7","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l07","First Live Test - Check Polarity of 3 Phase Supply, Using an Approved Voltage Indicator AM2 & AM2S","3kHlWHM9Wm8","https://www.youtube.com/watch?v=3kHlWHM9Wm8","module-08","7","module-08","8","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.","Distinguish polarity from phase sequence"
"p02-l09","Testing for External Earth Fault Loop Impedance (Ze) When You Have a Main Earthing Terminal (MET)","nz3scSSg3ZU","https://www.youtube.com/watch?v=nz3scSSg3ZU","module-02","9","module-08","9","Relocated","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l08","External Earth Fault Loop Impedance Ze Test - How to Remove Parallel Earth Paths - Live Testing","Cjr6uzXKixE","https://www.youtube.com/watch?v=Cjr6uzXKixE","module-08","8","module-08","10","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l09","Measuring Prospective Fault Current (PFC) at the Origin of a Single Phase Supply (Live Test)","E6tOWa86dGE","https://www.youtube.com/watch?v=E6tOWa86dGE","module-08","9","module-08","11","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l17","LIVE Testing on a 3 Phase Dis-Board - External Earth Fault Loop Impedance Ze, PEFC, PSCC AM2 & AM2S","IeWoLUIKuJw","https://www.youtube.com/watch?v=IeWoLUIKuJw","module-08","17","module-08","12","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l10","Earth Fault Loop Impedance Test - 3 Lead Low or 2 Lead High - Test Explained","OaWOCNMQkSI","https://www.youtube.com/watch?v=OaWOCNMQkSI","module-08","10","module-08","13","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l11","Earth Fault Loop Impedance (Zs) - Testing 16 Amp Industrial Socket Outlets Both Single and 3 Phase","Y7NPT8sQINY","https://www.youtube.com/watch?v=Y7NPT8sQINY","module-08","11","module-08","14","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l12","Earth Electrode Testing for Beginners","5gArjikCqSE","https://www.youtube.com/watch?v=5gArjikCqSE","module-08","12","module-08","15","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l13","How to Carryout the RCD Ramp Test - Why Does my RCD Keep Tripping","Mxv3OVVjANs","https://www.youtube.com/watch?v=Mxv3OVVjANs","module-08","13","module-08","16","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l14","BS 7671 Testing RCD’s - Regardless of the Type of RCD Test it as if it is an AC RCD at x1 ONLY","zIPgYcLdQZE","https://www.youtube.com/watch?v=zIPgYcLdQZE","module-08","14","module-08","17","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-l15","Live Test Re-check Polarity and Functional Testing of our 2 Way and Intermediate Lighting Circuit","qRZdNMfHCrs","https://www.youtube.com/watch?v=qRZdNMfHCrs","module-08","15","module-08","18","Retained; resequenced","Connect dead tests, live verification, periodic inspection and certification.",""
"p08-periodic","Periodic Inspection: Follow the Evidence Through an EICR","1tBICSsjVWo","https://www.youtube.com/watch?v=1tBICSsjVWo","","","module-08","19","Added","Connect dead tests, live verification, periodic inspection and certification.","Interpret an older case using current evidence"
"p16-l09","Electrical Certificates Part 2: Installation Certificate","cB35hzk4tDw","https://www.youtube.com/watch?v=cB35hzk4tDw","module-16","9","module-08","20","Relocated","Connect dead tests, live verification, periodic inspection and certification.",""
"p09-l01","How to Find a Fault on a Ring Final Circuit (Sockets) Help for AM2 & AM2S Testing and Fault Finding","7-xM85kLGlQ","https://www.youtube.com/watch?v=7-xM85kLGlQ","module-09","1","module-09","1","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l02","EICR Ring Circuit Fault Finding Issues - Testing an Open Ring Circuit & Low Insulation Resistance","ho7pqwwI_54","https://www.youtube.com/watch?v=ho7pqwwI_54","module-09","2","module-09","2","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l03","Fault Finding Testing for Insulation Resistance. Low Reading Insulation Resistance Fault","cDbYrW7ByBA","https://www.youtube.com/watch?v=cDbYrW7ByBA","module-09","3","module-09","3","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l04","EICR Fault Finding on Sockets - Reverse Polarity & High Resistance - Ring Final Circuit Testing","hfErWLP7S5M","https://www.youtube.com/watch?v=hfErWLP7S5M","module-09","4","module-09","4","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l05","Electrical Testing and Fault Finding - Socket NOT Working for a Dishwasher","MhGPToY3vZI","https://www.youtube.com/watch?v=MhGPToY3vZI","module-09","5","module-09","5","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l06","Electrical Fault Finding - Borrowed Neutral and an RCD","UfcwU2lAT3o","https://www.youtube.com/watch?v=UfcwU2lAT3o","module-09","6","module-09","6","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l07","Ring Circuit Fault Finding Plus Green Goo","DITvc60kJ50","https://www.youtube.com/watch?v=DITvc60kJ50","module-09","7","module-09","7","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l08","Electrical Fault Finding SWA Cable - Earth to Line 120 Volts & Earth to Neutral 65 Volts AC","vPJeM4uhRpE","https://www.youtube.com/watch?v=vPJeM4uhRpE","module-09","8","module-09","8","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l09","Electrical Fault Finding Earth Leakage Current Detected with the Megger DCM305E Clamp Meter","MHT6Y150Urg","https://www.youtube.com/watch?v=MHT6Y150Urg","module-09","9","module-09","9","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l10","Fault Finding - Storage Heater NOT Getting HOT","2ufWnVKOI_k","https://www.youtube.com/watch?v=2ufWnVKOI_k","module-09","10","module-09","10","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p09-l11","Will it WORK - Using a Clamp Meter for Fault Finding","8IxD3O6N6rw","https://www.youtube.com/watch?v=8IxD3O6N6rw","module-09","11","module-09","11","Retained","Use inspection and test evidence to narrow faults and verify repairs.",""
"p10-l09","Electrical Load Estimation - Why Do We Need It In Electrical Design Of Projects ?","Dmlo6f7EKE4","https://www.youtube.com/watch?v=Dmlo6f7EKE4","module-10","9","module-10","1","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l10","Electrical Load Estimation - Electrical Load Calculation in Electrical Distribution","AQffdGvDNcA","https://www.youtube.com/watch?v=AQffdGvDNcA","module-10","10","module-10","2","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p16-l04","How to Use a Pipe and Cable Detector","JMAjWk1t6AA","https://www.youtube.com/watch?v=JMAjWk1t6AA","module-16","4","module-10","3","Relocated","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l03","On-Site with Mark Doing a First Fix, Cable Sizes and Chasing a Box into the Wall (Read Description)","a0emBNu6Aoo","https://www.youtube.com/watch?v=a0emBNu6Aoo","module-10","3","module-10","4","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l04","Second Fix - PVC Singles in Conduit - 1 Way Switched Lighting Circuit - Wiring Loop In Method","zVg40FUj3Ts","https://www.youtube.com/watch?v=zVg40FUj3Ts","module-10","4","module-10","5","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p16-l05","CAT and Genny Training: Signal Application","ghlb9u8YTIk","https://www.youtube.com/watch?v=ghlb9u8YTIk","module-16","5","module-10","6","Relocated","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l01","On Site With Matt Shed Supply in SWA Cable, Wiring PVC Singles in PVC Conduit For Sockets and Lights","Ryx5rgvUf00","https://www.youtube.com/watch?v=Ryx5rgvUf00","module-10","1","module-10","7","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l02","On-Site Consumer Unit Change (Fuse Board or Fuse Box Change) Includes Live and Dead Testing","Na68ULz42OE","https://www.youtube.com/watch?v=Na68ULz42OE","module-10","2","module-10","8","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l05","On Site with Matt Connecting up a new Cooker and Testing the Circuits Earth Fault Loop Impedance Zs","lmEnAYFSuzs","https://www.youtube.com/watch?v=lmEnAYFSuzs","module-10","5","module-10","9","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l06","SCHNEIDER Acti 9 THREE PHASE DISTRIBUTION BOARD INSTALLATION","_nba6f8ClgM","https://www.youtube.com/watch?v=_nba6f8ClgM","module-10","6","module-10","10","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l07","THAT'S NOT A CONSUMER UNIT - 3 PHASE POWER FOR NEW BUILD HOMES","MNy60muYklo","https://www.youtube.com/watch?v=MNy60muYklo","module-10","7","module-10","11","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p10-l08","IS THIS THE WORST THREE PHASE WIRING YOU'VE EVER SEEN - Does it need a rewire?","XxOG5eqmKHk","https://www.youtube.com/watch?v=XxOG5eqmKHk","module-10","8","module-10","12","Retained; resequenced","Follow a project from load estimation through first fix, second fix and final verification.",""
"p11-l01","Chasing Masonry Walls and Installing Flush Boxes","0D_EGvEqElE","https://www.youtube.com/watch?v=0D_EGvEqElE","module-11","1","module-11","1","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l02","Recognising Common Switches, Sockets and Consumer Units","JhD5nOq21bo","https://www.youtube.com/watch?v=JhD5nOq21bo","module-11","2","module-11","2","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l03","Changing Socket-Outlets: Five Mistakes to Avoid","8wSYX2wtADM","https://www.youtube.com/watch?v=8wSYX2wtADM","module-11","3","module-11","3","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l04","Switched Fused Connection Units: Terminals and Uses","weQVIwEpYww","https://www.youtube.com/watch?v=weQVIwEpYww","module-11","4","module-11","4","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l05","USB Charging Sockets: Load, Depth and Upgrade Planning","A31cs1ukm_k","https://www.youtube.com/watch?v=A31cs1ukm_k","module-11","5","module-11","5","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l06","Planning Kitchen Socket and Cooker-Point Positions","bOSMYzXY_Uk","https://www.youtube.com/watch?v=bOSMYzXY_Uk","module-11","6","module-11","6","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l07","Cooker-Circuit Diversity and Realistic Load Assessment","QQduU8RkjD8","https://www.youtube.com/watch?v=QQduU8RkjD8","module-11","7","module-11","7","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l08","Electric-Shower Isolation: When and How to Specify It","R1sDSQJjmsE","https://www.youtube.com/watch?v=R1sDSQJjmsE","module-11","8","module-11","8","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l09","Bathroom Shaver Sockets and Isolation Transformers","hyaaPt6UuEU","https://www.youtube.com/watch?v=hyaaPt6UuEU","module-11","9","module-11","9","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l10","Weatherproof Outdoor Sockets: Selection and Installation","QOLsQtHZbYk","https://www.youtube.com/watch?v=QOLsQtHZbYk","module-11","10","module-11","10","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p11-v2-l11","Industrial Plugs and Sockets: IP, IK and Duty Selection","PNWdC47daYM","https://www.youtube.com/watch?v=PNWdC47daYM","module-11","11","module-11","11","Retained","Survey hidden services before coordinating routes, finishes and residential first-fix decisions.",""
"p12-v2-l02","Lighting Design: From Visual Task to Specification","qWoWcA_3zfU","https://www.youtube.com/watch?v=qWoWcA_3zfU","module-12","2","module-12","1","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l01","Lamp Technologies, Caps and Practical LED Selection","AF4RsoveL1Y","https://www.youtube.com/watch?v=AF4RsoveL1Y","module-12","1","module-12","2","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p07-l10","What is the Luminous Flux Method or Lumen Method for Calculating Light Levels?","yhH8wYWkilo","https://www.youtube.com/watch?v=yhH8wYWkilo","module-07","10","module-12","3","Relocated","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p07-l11","How to Use the Luminous Flux Method to Calculate the Amount of Lumens Required to Illuminate a Room","wnin9h69GfA","https://www.youtube.com/watch?v=wnin9h69GfA","module-07","11","module-12","4","Relocated","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p07-l12","How to Use the Luminous Flux Method to Calculate the Amount of Lights Required in a Room","bHefEAWLLAE","https://www.youtube.com/watch?v=bHefEAWLLAE","module-07","12","module-12","5","Relocated","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l03","Thirty Rules of Lighting — Part 1: Observe Before You Specify","IzqbaE_KJXU","https://www.youtube.com/watch?v=IzqbaE_KJXU","module-12","3","module-12","6","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l04","Thirty Rules of Lighting — Part 2: Shape, Contrast and Fitting Choice","lJPnpzv0UMc","https://www.youtube.com/watch?v=lJPnpzv0UMc","module-12","4","module-12","7","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l05","Thirty Rules of Lighting — Part 3: Controls, Maintenance and Review","ndbEo2YpRN8","https://www.youtube.com/watch?v=ndbEo2YpRN8","module-12","5","module-12","8","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l06","SLL Lighting Handbook: Professional Design Framework","qZnvS3bcnA0","https://www.youtube.com/watch?v=qZnvS3bcnA0","module-12","6","module-12","9","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l07","Selecting LED Downlights Without Expensive Mistakes","X1WXYt-rStM","https://www.youtube.com/watch?v=X1WXYt-rStM","module-12","7","module-12","10","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l08","LED Downlights in Fire-Rated Ceiling Assemblies","tcvFPnYUHcU","https://www.youtube.com/watch?v=tcvFPnYUHcU","module-12","8","module-12","11","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l09","Choosing the Right LED Strip System","4z35ku0BWy8","https://www.youtube.com/watch?v=4z35ku0BWy8","module-12","9","module-12","12","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l10","LED Strip Heat, Profiles and Service Life","Yps6hlw3j8s","https://www.youtube.com/watch?v=Yps6hlw3j8s","module-12","10","module-12","13","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l11","Reading LED Driver Symbols and Ratings","3UesLmjG2VQ","https://www.youtube.com/watch?v=3UesLmjG2VQ","module-12","11","module-12","14","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l12","A Practical Guide to Reliable LED Dimming","tRGfppBahgY","https://www.youtube.com/watch?v=tRGfppBahgY","module-12","12","module-12","15","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l13","Low-Level LED Dimming, Flicker and Fault Diagnosis","ii_dyfigDtA","https://www.youtube.com/watch?v=ii_dyfigDtA","module-12","13","module-12","16","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l14","IP and IK Ratings for Dust, Water and Impact","bvUZ2L7eHSE","https://www.youtube.com/watch?v=bvUZ2L7eHSE","module-12","14","module-12","17","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l15","Garden Lighting: Six Design Ideas That Deliver","9oeEzecYINA","https://www.youtube.com/watch?v=9oeEzecYINA","module-12","15","module-12","18","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l16","Garden Lighting Case Study: From Brief to Installation","7fr4SlMjmxQ","https://www.youtube.com/watch?v=7fr4SlMjmxQ","module-12","16","module-12","19","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l17","High-Bay, Emergency and Control Integration","tWnxI5yq4tg","https://www.youtube.com/watch?v=tWnxI5yq4tg","module-12","17","module-12","20","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l18","PIR Lighting Control with Manual Override","s0G2DnI6spA","https://www.youtube.com/watch?v=s0G2DnI6spA","module-12","18","module-12","21","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l19","A Beginner’s Guide to DALI Lighting Controls","FGPkVOycyP8","https://www.youtube.com/watch?v=FGPkVOycyP8","module-12","19","module-12","22","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l20","DALI Wiring and Installation Strategy","XmucYqxYEH4","https://www.youtube.com/watch?v=XmucYqxYEH4","module-12","20","module-12","23","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l21","UK Smart Dimmer Case Study: Two-Way, Matter and No-Neutral Design","nEpOpzAzgFs","https://www.youtube.com/watch?v=nEpOpzAzgFs","module-12","21","module-12","24","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l22","Lighting Controls: Choosing the Right Architecture","n1j1lxGEnbk","https://www.youtube.com/watch?v=n1j1lxGEnbk","module-12","22","module-12","25","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l23","Principles of Good Emergency Lighting","c8GpxY6ANSU","https://www.youtube.com/watch?v=c8GpxY6ANSU","module-12","23","module-12","26","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-v2-l24","Emergency-Lighting Inspection and Test Intervals","0HrACbmECnI","https://www.youtube.com/watch?v=0HrACbmECnI","module-12","24","module-12","27","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p12-l04","Lighting Design Mistakes: Position, Layers and Controls","C1r4rgdtSKg","https://www.youtube.com/watch?v=C1r4rgdtSKg","module-12","25","module-12","28","Retained; resequenced","Start with the visual task, calculate light levels, then specify fittings, controls and maintainable details.",""
"p13-v2-l01","Introduction to KNX","viBEZegNScU","https://www.youtube.com/watch?v=viBEZegNScU","module-13","1","module-13","1","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l02","How to Program KNX: ETS5 Introduction Part 1","p-8FhDrLkxE","https://www.youtube.com/watch?v=p-8FhDrLkxE","module-13","2","module-13","2","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l03","How to Program KNX: ETS5 Introduction Part 2","_rnYtUkV4eI","https://www.youtube.com/watch?v=_rnYtUkV4eI","module-13","3","module-13","3","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l04","An Introduction to Cabling and Network Cable Testing","a8vQQGuJjbg","https://www.youtube.com/watch?v=a8vQQGuJjbg","module-13","4","module-13","4","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l05","DSX and CertiFiber Test Setup: Options, Tips and Tricks","fmzxSC_2SD8","https://www.youtube.com/watch?v=fmzxSC_2SD8","module-13","5","module-13","5","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l06","Cabling for Wi-Fi: Field-Terminated Plugs and MPTL Testing","xBedi46dLco","https://www.youtube.com/watch?v=xBedi46dLco","module-13","6","module-13","6","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l07","Hikvision I-Series NVR Overview","0qjfR2Nqmdo","https://www.youtube.com/watch?v=0qjfR2Nqmdo","module-13","7","module-13","7","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l08","How to Install a Paxton Access Control System","YtraXVxGdlg","https://www.youtube.com/watch?v=YtraXVxGdlg","module-13","8","module-13","8","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l09","ZLX: A Gate Control Panel Designed for Installers","XZJADCuBno4","https://www.youtube.com/watch?v=XZJADCuBno4","module-13","9","module-13","9","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l10","Automated-Gate Safety Devices","FSOzR7a1e1M","https://www.youtube.com/watch?v=FSOzR7a1e1M","module-13","10","module-13","10","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-v2-l11","Smoke Alarm Essentials: Where to Use Each Type","n3wRQTaa9w0","https://www.youtube.com/watch?v=n3wRQTaa9w0","module-13","11","module-13","11","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p13-l10","Electricians Introduction to Fire Alarms and BS 5839 Part 1","OLjxJ2h0vDM","https://www.youtube.com/watch?v=OLjxJ2h0vDM","module-13","12","module-13","12","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
